carrier_mode,actual_ship,actual_delivery,carrier_posted_service_days,customer_distance,truckload_service_days,all_modes_goal_transit_days,actual_transit_days,otd_designation,load_id_pseudo,carrier_pseudo,origin_zip_3d,dest_zip_3d,ship_dow,ship_week,ship_month,ship_year,lane_zip3_pair,lane_id,distance_bucket
LTL,2025-07-30 16:44:00,2025-08-01 10:29:00,2.0,862,,2,2,On Time,2d386c695f01,0e32a59c0c8e,443xx,322xx,2,31,7,2025,OH→FL,077e5275ed91,500-1k
LTL,2025-07-30 16:45:00,2025-08-06 13:19:00,5.0,2157,,5,5,On Time,c4a1b05d22bd,0e32a59c0c8e,443xx,992xx,2,31,7,2025,OH→WA,dce1ab995aaa,2k+
LTL,2025-07-30 16:45:00,2025-08-05 14:38:00,4.0,883,,4,4,On Time,297d3d49b53a,0e32a59c0c8e,443xx,686xx,2,31,7,2025,MW→MW,784efcaf1ab7,500-1k
LTL,2025-07-30 16:48:00,2025-08-01 13:15:00,2.0,544,,2,2,On Time,c8a068dc18e4,0e32a59c0c8e,443xx,275xx,2,31,7,2025,443xx→275xx,42a5a0ba88ce,500-1k
LTL,2025-07-30 16:51:00,2025-08-01 11:42:00,3.0,957,,3,2,Delivered Early,76ec32ace25e,0e32a59c0c8e,443xx,325xx,2,31,7,2025,OH→FL,077e5275ed91,500-1k
LTL,2025-07-30 16:52:00,2025-08-07 14:31:00,7.0,2457,,7,6,Delivered Early,985007ed404f,0e32a59c0c8e,443xx,931xx,2,31,7,2025,OH→CA,5c2e02de7609,2k+
LTL,2025-07-30 16:52:00,2025-08-01 13:20:00,2.0,529,,2,2,On Time,b8ddb89cdae8,0e32a59c0c8e,443xx,370xx,2,31,7,2025,443xx→370xx,c4679720e15f,500-1k
LTL,2025-07-30 16:52:00,2025-07-31 10:30:00,1.0,300,,1,1,On Time,fd28646f8232,0e32a59c0c8e,443xx,217xx,2,31,7,2025,OH→MD,971734bcc5c9,250-500
LTL,2025-07-30 16:55:00,2025-08-06 16:41:00,4.0,1415,,4,5,Late,e8ffe22ee49b,0e32a59c0c8e,172xx,764xx,2,31,7,2025,PA→TX,6620b5eb0d3b,1k-2k
LTL,2025-07-30 16:56:00,2025-08-06 18:25:00,10.0,2261,,10,5,Delivered Early,b5e235e87f9e,0e32a59c0c8e,172xx,838xx,2,31,7,2025,172xx→838xx,47181728043e,2k+
LTL,2025-07-30 16:56:00,2025-08-01 16:20:00,3.0,445,,3,2,Delivered Early,0ed68078af5e,0e32a59c0c8e,172xx,416xx,2,31,7,2025,172xx→416xx,3d3f0a0d6235,250-500
LTL,2025-07-30 16:57:00,2025-08-01 09:59:00,1.0,377,,1,2,Late,02088a88579f,0e32a59c0c8e,172xx,010xx,2,31,7,2025,172xx→010xx,1e7ea4509550,250-500
LTL,2025-07-30 18:49:00,2025-08-05 10:36:00,5.0,2143,,5,4,Delivered Early,96991b49f1eb,0e32a59c0c8e,920xx,544xx,2,31,7,2025,920xx→544xx,b09b8155d229,2k+
Truckload,2025-07-30 19:03:00,2025-08-01 14:53:00,,975,2.0,2,2,On Time,f95c220a0d67,e241c58d2bfc,857xx,750xx,2,31,7,2025,857xx→750xx,987e93264198,500-1k
LTL,2025-07-30 19:13:00,2025-08-01 14:25:00,3.0,1638,,3,2,Delivered Early,6d2c8f581d1b,0e32a59c0c8e,898xx,750xx,2,31,7,2025,898xx→750xx,88f2d6915bc9,1k-2k
LTL,2025-07-30 19:41:00,2025-08-01 15:21:00,1.0,257,,1,2,Late,bcdc7ba08575,0e32a59c0c8e,925xx,890xx,2,31,7,2025,925xx→890xx,840f4c6c1c9e,250-500
LTL,2025-07-30 20:56:00,2025-08-05 12:52:00,2.0,999,,2,4,Late,f3e6daa739ee,0e32a59c0c8e,750xx,532xx,2,31,7,2025,750xx→532xx,c3a058c73a07,500-1k
LTL,2025-07-30 20:57:00,2025-08-05 13:44:00,4.0,2244,,4,4,On Time,bdb5ae4905b1,0e32a59c0c8e,750xx,974xx,2,31,7,2025,750xx→974xx,f991c197b381,2k+
LTL,2025-07-30 20:57:00,2025-08-04 12:02:00,2.0,624,,2,3,Late,59b309f2b3fb,0e32a59c0c8e,750xx,630xx,2,31,7,2025,750xx→630xx,508360e92ddd,500-1k
LTL,2025-07-30 20:58:00,2025-08-11 18:06:00,5.0,2044,,5,8,Late,3ba667d4f3e3,0e32a59c0c8e,750xx,986xx,2,31,7,2025,750xx→986xx,76158f5917b6,2k+
LTL,2025-07-30 20:58:00,2025-08-04 12:16:00,3.0,975,,3,3,On Time,07a7666314ff,0e32a59c0c8e,750xx,857xx,2,31,7,2025,750xx→857xx,316d5cb5cb70,500-1k
LTL,2025-07-30 20:59:00,2025-08-05 12:55:00,3.0,1120,,3,4,Late,8b2a3740b7a9,0e32a59c0c8e,750xx,437xx,2,31,7,2025,750xx→437xx,e90cad969646,1k-2k
LTL,2025-07-30 21:00:00,2025-08-04 13:06:00,3.0,975,,3,3,On Time,8c82390fa4aa,0e32a59c0c8e,750xx,857xx,2,31,7,2025,750xx→857xx,316d5cb5cb70,500-1k
LTL,2025-07-30 21:00:00,2025-08-04 11:52:00,3.0,1430,,3,3,On Time,1cf98e022c6e,0e32a59c0c8e,750xx,591xx,2,31,7,2025,750xx→591xx,fbed85fe876e,1k-2k
LTL,2025-07-30 21:04:00,2025-08-04 16:57:00,3.0,1638,,3,3,On Time,75ecd9ea9b23,0e32a59c0c8e,750xx,898xx,2,31,7,2025,750xx→898xx,d93723bc9be8,1k-2k
LTL,2025-07-30 21:04:00,2025-08-01 13:19:00,1.0,340,,1,2,Late,617009cee25a,0e32a59c0c8e,750xx,648xx,2,31,7,2025,750xx→648xx,29bcb3f67ab6,250-500
LTL,2025-07-30 21:05:00,2025-08-05 10:53:00,4.0,1466,,4,4,On Time,ed976d7ec3a8,0e32a59c0c8e,750xx,180xx,2,31,7,2025,750xx→180xx,db9b7605de90,1k-2k
LTL,2025-07-30 21:05:00,2025-08-05 10:26:00,4.0,1330,,4,4,On Time,7abad7921299,0e32a59c0c8e,750xx,331xx,2,31,7,2025,750xx→331xx,0cc9339fa45f,1k-2k
LTL,2025-07-30 21:06:00,2025-08-04 11:18:00,3.0,834,,3,3,On Time,168ad3d32481,0e32a59c0c8e,750xx,300xx,2,31,7,2025,750xx→300xx,7a6662aa8770,500-1k
LTL,2025-07-30 21:06:00,2025-08-04 11:18:00,3.0,834,,3,3,On Time,c59af8710148,0e32a59c0c8e,750xx,300xx,2,31,7,2025,750xx→300xx,7a6662aa8770,500-1k
LTL,2025-07-30 21:07:00,2025-08-05 12:04:00,4.0,1360,,4,4,On Time,3c1a78ae350a,0e32a59c0c8e,750xx,217xx,2,31,7,2025,750xx→217xx,b47ff754268c,1k-2k
LTL,2025-07-30 21:07:00,2025-08-01 12:18:00,2.0,501,,2,2,On Time,221badbd4d54,0e32a59c0c8e,750xx,641xx,2,31,7,2025,750xx→641xx,fee6b891ea28,500-1k
LTL,2025-07-30 21:08:00,2025-08-04 15:22:00,3.0,981,,3,3,On Time,4f5d6baa2caf,0e32a59c0c8e,750xx,416xx,2,31,7,2025,750xx→416xx,d51f3f996d1a,500-1k
LTL,2025-07-30 22:44:00,2025-08-04 11:18:00,2.0,607,,2,3,Late,442391fd7562,0e32a59c0c8e,443xx,498xx,2,31,7,2025,OH→MI,2da3461be4c9,500-1k
TL Dry,2025-07-31 07:00:00,2025-08-01 07:00:00,,791,2.0,2,1,Delivered Early,44ffee67037b,17adef8c2fd8,617xx,750xx,3,31,7,2025,617xx→750xx,fea9f01cb177,500-1k
TL Flatbed,2025-07-31 09:00:00,2025-08-01 11:00:00,,448,1.0,1,1,On Time,bd3657424001,e6c81f092efd,443xx,281xx,3,31,7,2025,OH→NC,4e507ade1143,250-500
TL Flatbed,2025-07-31 11:00:00,2025-08-01 11:15:00,,332,1.0,1,1,On Time,404937790844,e6c81f092efd,443xx,229xx,3,31,7,2025,OH→VA,a459ac238dcb,250-500
LTL,2025-07-31 11:35:00,2025-08-04 15:34:00,3.0,1996,,3,2,Delivered Early,b746631e7a91,0e32a59c0c8e,253xx,857xx,3,31,7,2025,253xx→857xx,e3998fd27ff0,1k-2k
LTL,2025-07-31 12:33:00,2025-08-05 14:27:00,3.0,740,,3,3,On Time,8be423bead14,0e32a59c0c8e,515xx,275xx,3,31,7,2025,UN→SO,ccbe0e27827f,500-1k
TL Flatbed,2025-07-31 13:00:00,2025-08-04 09:00:00,,2429,5.0,5,2,Delivered Early,a79f7621db87,312f43423e8e,932xx,443xx,3,31,7,2025,CA→OH,c4d4518ab907,2k+
TL Dry,2025-07-31 13:30:00,2025-08-01 10:00:00,,791,2.0,2,1,Delivered Early,c2c0a954b867,17adef8c2fd8,617xx,750xx,3,31,7,2025,617xx→750xx,fea9f01cb177,500-1k
LTL,2025-07-31 13:44:00,2025-08-04 12:24:00,3.0,1245,,3,2,Delivered Early,a90aab5565d7,0e32a59c0c8e,150xx,750xx,3,31,7,2025,150xx→750xx,d6d9d0d08845,1k-2k
LTL,2025-07-31 13:46:00,2025-08-01 13:36:00,1.0,265,,1,1,On Time,5020cee5c0b3,ae9d1671f54a,770xx,750xx,3,31,7,2025,770xx→750xx,03f9cefb9472,250-500
LTL,2025-07-31 14:00:00,2025-08-06 12:58:00,2.0,719,,2,4,Late,ca628aaaf9b1,f3966ed1d22b,898xx,981xx,3,31,7,2025,898xx→981xx,2cbd91159d91,500-1k
LTL,2025-07-31 14:30:00,2025-08-04 10:11:00,2.0,401,,2,2,On Time,0f5ab0ed894f,0e32a59c0c8e,172xx,286xx,3,31,7,2025,172xx→286xx,873cc8cf88fe,250-500
LTL,2025-07-31 14:39:00,2025-08-01 12:46:00,1.0,334,,1,1,On Time,5b26d87935d4,0e32a59c0c8e,067xx,172xx,3,31,7,2025,067xx→172xx,3dab1a768e37,250-500
LTL,2025-07-31 14:43:00,2025-08-06 11:34:00,5.0,2073,,5,4,Delivered Early,66e562bd88ca,ae9d1671f54a,980xx,750xx,3,31,7,2025,980xx→750xx,73f25041affe,2k+
LTL,2025-07-31 14:58:00,2025-08-04 12:24:00,3.0,1092,,3,2,Delivered Early,1a78c8ff25b5,0e32a59c0c8e,436xx,750xx,3,31,7,2025,OH→TX,94aeebddfe63,1k-2k
LTL,2025-07-31 15:13:00,2025-08-04 17:00:00,2.0,501,,2,2,On Time,d62d31227069,0e32a59c0c8e,925xx,894xx,3,31,7,2025,CA→NV,c65609e1573e,500-1k
LTL,2025-07-31 15:14:00,2025-08-01 13:36:00,1.0,140,,1,1,On Time,cd97ae2473dc,ae9d1671f54a,756xx,750xx,3,31,7,2025,756xx→750xx,bb0b771afbcf,100-250
LTL,2025-07-31 15:36:00,2025-08-05 13:58:00,3.0,1485,,3,3,On Time,b3522bb9de36,0e32a59c0c8e,443xx,783xx,3,31,7,2025,OH→TX,94aeebddfe63,1k-2k
LTL,2025-07-31 15:36:00,2025-08-04 09:56:00,2.0,768,,2,2,On Time,280a42e1cfa6,0e32a59c0c8e,443xx,042xx,3,31,7,2025,OH→ME,f0e457d41a02,500-1k
LTL,2025-07-31 15:37:00,2025-08-07 13:13:00,4.0,1126,,4,5,Late,dcb32dc90c18,0e32a59c0c8e,443xx,735xx,3,31,7,2025,OH→OK,cd2c23335cb3,1k-2k
LTL,2025-07-31 15:37:00,2025-08-06 11:34:00,2.0,648,,2,4,Late,46e80f36882a,0e32a59c0c8e,443xx,020xx,3,31,7,2025,OH→MA,28dcecbe0fcb,500-1k
LTL,2025-07-31 15:37:00,2025-08-04 11:47:00,2.0,705,,2,2,On Time,6cecf35a2c6c,0e32a59c0c8e,443xx,655xx,3,31,7,2025,OH→MO,bc6a9d66386e,500-1k
LTL,2025-07-31 15:37:00,2025-08-04 11:04:00,2.0,386,,2,2,On Time,b48d3bc0c86c,0e32a59c0c8e,443xx,229xx,3,31,7,2025,OH→VA,a459ac238dcb,250-500
LTL,2025-07-31 15:38:00,2025-08-06 11:43:00,4.0,1468,,4,4,On Time,8d4544208b73,0e32a59c0c8e,443xx,780xx,3,31,7,2025,443xx→780xx,2e7fe764d1b8,1k-2k
LTL,2025-07-31 15:38:00,2025-08-06 10:35:00,4.0,1618,,4,4,On Time,8eb9dc5822e8,0e32a59c0c8e,443xx,591xx,3,31,7,2025,OH→MT,ddb2594b4e55,1k-2k
LTL,2025-07-31 15:39:00,2025-08-05 13:33:00,3.0,995,,3,3,On Time,3be91cc88baf,ae9d1671f54a,530xx,750xx,3,31,7,2025,530xx→750xx,1b807feaa295,500-1k
LTL,2025-07-31 15:40:00,2025-08-07 09:22:00,1.0,360,,1,5,Late,122edd007529,0e32a59c0c8e,443xx,401xx,3,31,7,2025,OH→KY,7f6d9f6bebde,250-500
LTL,2025-07-31 15:40:00,2025-08-04 14:40:00,2.0,529,,2,2,On Time,b7c21f1e09a2,0e32a59c0c8e,443xx,370xx,3,31,7,2025,443xx→370xx,c4679720e15f,500-1k
LTL,2025-07-31 15:40:00,2025-08-04 13:02:00,2.0,678,,2,2,On Time,04c8ea382ebf,0e32a59c0c8e,443xx,301xx,3,31,7,2025,443xx→301xx,16028503df39,500-1k
LTL,2025-07-31 15:40:00,2025-08-04 11:53:00,2.0,360,,2,2,On Time,c59b0b02ffc3,0e32a59c0c8e,443xx,201xx,3,31,7,2025,443xx→201xx,6beabe788cb7,250-500
LTL,2025-07-31 15:40:00,2025-08-04 11:37:00,2.0,655,,2,2,On Time,bdfaed6dfaee,0e32a59c0c8e,443xx,030xx,3,31,7,2025,OH→NH,fa80f5917987,500-1k
LTL,2025-07-31 15:41:00,2025-08-06 14:25:00,4.0,2097,,4,4,On Time,c42525c4c76b,0e32a59c0c8e,443xx,890xx,3,31,7,2025,443xx→890xx,8bbe373f49bb,2k+
LTL,2025-07-31 15:41:00,2025-08-04 14:43:00,2.0,544,,2,2,On Time,5bb9ffa435a5,0e32a59c0c8e,443xx,275xx,3,31,7,2025,443xx→275xx,42a5a0ba88ce,500-1k
LTL,2025-07-31 15:41:00,2025-08-04 12:56:00,2.0,515,,2,2,On Time,936e2f3d8702,0e32a59c0c8e,443xx,372xx,3,31,7,2025,443xx→372xx,70d8646cc7a1,500-1k
LTL,2025-07-31 15:42:00,2025-08-04 14:43:00,2.0,544,,2,2,On Time,d8dddea04592,0e32a59c0c8e,443xx,275xx,3,31,7,2025,443xx→275xx,42a5a0ba88ce,500-1k
LTL,2025-07-31 15:42:00,2025-08-04 11:17:00,2.0,712,,2,2,On Time,f4a47be43511,0e32a59c0c8e,443xx,300xx,3,31,7,2025,443xx→300xx,cf538657352a,500-1k
LTL,2025-07-31 15:42:00,2025-08-01 10:42:00,1.0,302,,1,1,On Time,3e86ff7affd5,0e32a59c0c8e,443xx,170xx,3,31,7,2025,443xx→170xx,16d218cf2096,250-500
LTL,2025-07-31 15:43:00,2025-08-05 14:33:00,3.0,1566,,3,3,On Time,858f469008ff,0e32a59c0c8e,074xx,750xx,3,31,7,2025,074xx→750xx,1bebd7e565f6,1k-2k
LTL,2025-07-31 15:43:00,2025-08-04 12:21:00,2.0,493,,2,2,On Time,4503f3bde59a,0e32a59c0c8e,443xx,379xx,3,31,7,2025,443xx→379xx,0cd305d9ce6f,250-500
LTL,2025-07-31 15:43:00,2025-08-04 11:53:00,2.0,360,,2,2,On Time,787501e01aa0,0e32a59c0c8e,443xx,201xx,3,31,7,2025,443xx→201xx,6beabe788cb7,250-500
LTL,2025-07-31 15:48:00,2025-08-01 21:07:00,4.0,195,,4,1,Delivered Early,34e07b42a231,0e32a59c0c8e,898xx,894xx,3,31,7,2025,898xx→894xx,30c3c4a0b921,100-250
LTL,2025-07-31 16:29:00,2025-08-04 10:54:00,2.0,667,,2,2,On Time,f9cf8b580d34,0e32a59c0c8e,544xx,443xx,3,31,7,2025,544xx→443xx,7d1add5d0272,500-1k
LTL,2025-07-31 16:38:00,2025-08-04 15:07:00,3.0,378,,3,2,Delivered Early,4a43302a18b1,0e32a59c0c8e,172xx,246xx,3,31,7,2025,172xx→246xx,6b94af4b9856,250-500
LTL,2025-07-31 16:39:00,2025-08-04 10:46:00,2.0,464,,2,2,On Time,281a6377e856,0e32a59c0c8e,172xx,288xx,3,31,7,2025,172xx→288xx,24718606c9f9,250-500
LTL,2025-07-31 16:39:00,2025-08-01 12:57:00,1.0,100,,1,1,On Time,24d571e07666,0e32a59c0c8e,172xx,155xx,3,31,7,2025,172xx→155xx,7eee5e261de2,100-250
LTL,2025-07-31 16:39:00,2025-08-01 12:56:00,1.0,412,,1,1,On Time,ee0e1f628e33,0e32a59c0c8e,172xx,015xx,3,31,7,2025,172xx→015xx,1852fa6646ed,250-500
LTL,2025-07-31 16:40:00,2025-08-11 10:33:00,7.0,2659,,7,7,On Time,a6b66659cd94,0e32a59c0c8e,172xx,956xx,3,31,7,2025,172xx→956xx,c8be78fd3a60,2k+
LTL,2025-07-31 16:40:00,2025-08-06 17:19:00,5.0,2235,,5,4,Delivered Early,f940dd77c2aa,0e32a59c0c8e,172xx,898xx,3,31,7,2025,172xx→898xx,3f2cb8292424,2k+
LTL,2025-07-31 16:40:00,2025-08-06 15:45:00,4.0,2585,,4,4,On Time,ee42a3480674,0e32a59c0c8e,172xx,925xx,3,31,7,2025,172xx→925xx,400d9ef6fd85,2k+
LTL,2025-07-31 16:41:00,2025-08-06 12:39:00,4.0,2608,,4,4,On Time,4879f2719b4e,0e32a59c0c8e,172xx,921xx,3,31,7,2025,PA→CA,d50ee16b814f,2k+
LTL,2025-07-31 16:41:00,2025-08-05 16:04:00,4.0,2284,,4,3,Delivered Early,85a06bf149b5,0e32a59c0c8e,857xx,172xx,3,31,7,2025,857xx→172xx,f6c14048a7eb,2k+
LTL,2025-07-31 16:41:00,2025-08-05 12:28:00,3.0,1636,,3,3,On Time,132ac5139818,0e32a59c0c8e,172xx,804xx,3,31,7,2025,172xx→804xx,c2a7fff35031,1k-2k
LTL,2025-07-31 16:41:00,2025-08-01 11:15:00,1.0,351,,1,1,On Time,e8fd6f62939c,0e32a59c0c8e,172xx,121xx,3,31,7,2025,172xx→121xx,e857eeabbf35,250-500
LTL,2025-07-31 16:42:00,2025-08-07 14:46:00,5.0,2076,,5,5,On Time,059fdd67b880,0e32a59c0c8e,544xx,925xx,3,31,7,2025,544xx→925xx,e0ac0280e9e3,2k+
LTL,2025-07-31 16:42:00,2025-08-07 13:09:00,5.0,2188,,5,5,On Time,c0a51f1bab87,0e32a59c0c8e,544xx,952xx,3,31,7,2025,544xx→952xx,377d52751b58,2k+
LTL,2025-07-31 16:42:00,2025-08-07 12:01:00,5.0,2246,,5,5,On Time,0b95ba651121,0e32a59c0c8e,544xx,945xx,3,31,7,2025,544xx→945xx,673ba0fcd76e,2k+
LTL,2025-07-31 16:42:00,2025-08-04 13:36:00,2.0,588,,2,2,On Time,60ca3804ae5e,0e32a59c0c8e,544xx,480xx,3,31,7,2025,WI→MI,a0ff7ea9ba10,500-1k
LTL,2025-07-31 16:42:00,2025-08-04 13:06:00,2.0,685,,2,2,On Time,5c656540ead1,0e32a59c0c8e,544xx,446xx,3,31,7,2025,WI→OH,ebd5d568ca0a,500-1k
LTL,2025-07-31 16:42:00,2025-08-04 11:31:00,2.0,891,,2,2,On Time,6cac77cd1b86,0e32a59c0c8e,544xx,373xx,3,31,7,2025,544xx→373xx,431e5273de83,500-1k
LTL,2025-07-31 16:42:00,2025-08-04 10:48:00,4.0,1201,,4,2,Delivered Early,4ae739e74fce,0e32a59c0c8e,172xx,571xx,3,31,7,2025,172xx→571xx,8a81f21336a0,1k-2k
LTL,2025-07-31 16:42:00,2025-08-01 13:45:00,1.0,163,,1,1,On Time,458e0ae5dc50,0e32a59c0c8e,172xx,157xx,3,31,7,2025,172xx→157xx,e5f89f3c05a2,100-250
LTL,2025-07-31 16:42:00,2025-08-01 11:06:00,1.0,311,,1,1,On Time,369256071fa6,0e32a59c0c8e,544xx,523xx,3,31,7,2025,WI→IA,a54ee554dfdc,250-500
LTL,2025-07-31 16:43:00,2025-08-07 16:31:00,5.0,1912,,5,5,On Time,089380cdb04c,0e32a59c0c8e,544xx,851xx,3,31,7,2025,544xx→851xx,8daba796593c,1k-2k
LTL,2025-07-31 16:43:00,2025-08-06 11:53:00,4.0,1840,,4,4,On Time,0de88df494ff,0e32a59c0c8e,544xx,890xx,3,31,7,2025,544xx→890xx,7d39e4281c36,1k-2k
LTL,2025-07-31 16:43:00,2025-08-05 14:32:00,3.0,1387,,3,3,On Time,aa689825b77d,0e32a59c0c8e,544xx,782xx,3,31,7,2025,544xx→782xx,4ad720a7d714,1k-2k
LTL,2025-07-31 16:43:00,2025-08-05 10:10:00,3.0,742,,3,3,On Time,09723c22891a,0e32a59c0c8e,172xx,420xx,3,31,7,2025,172xx→420xx,fed59cb0e1a8,500-1k
LTL,2025-07-31 16:43:00,2025-08-04 13:37:00,2.0,617,,2,2,On Time,1472bf771b2c,0e32a59c0c8e,544xx,441xx,3,31,7,2025,544xx→441xx,edda6970a7c9,500-1k
LTL,2025-07-31 16:43:00,2025-08-04 11:42:00,2.0,674,,2,2,On Time,9d59ff11bbed,0e32a59c0c8e,172xx,370xx,3,31,7,2025,172xx→370xx,2c7577221201,500-1k
LTL,2025-07-31 16:43:00,2025-08-04 11:06:00,2.0,604,,2,2,On Time,0e2068ee17e9,0e32a59c0c8e,544xx,640xx,3,31,7,2025,WI→MO,bf49a5f45e89,500-1k
LTL,2025-07-31 16:43:00,2025-08-04 10:54:00,2.0,639,,2,2,On Time,cca7c2f378d1,0e32a59c0c8e,544xx,443xx,3,31,7,2025,544xx→443xx,7d1add5d0272,500-1k
LTL,2025-07-31 16:43:00,2025-08-04 10:38:00,2.0,683,,2,2,On Time,c1f24c8899c8,0e32a59c0c8e,544xx,421xx,3,31,7,2025,WI→KY,86981f8c6d8f,500-1k
LTL,2025-07-31 16:43:00,2025-08-01 11:22:00,1.0,57,,1,1,On Time,6f122466c27a,0e32a59c0c8e,172xx,171xx,3,31,7,2025,172xx→171xx,b4b5c7f5fb75,0-100
LTL,2025-07-31 16:44:00,2025-08-07 18:16:00,10.0,2261,,10,5,Delivered Early,ade508c6a5bf,0e32a59c0c8e,172xx,838xx,3,31,7,2025,172xx→838xx,47181728043e,2k+
LTL,2025-07-31 16:44:00,2025-08-04 15:16:00,2.0,312,,2,2,On Time,27809c6ba209,0e32a59c0c8e,172xx,253xx,3,31,7,2025,172xx→253xx,e111072d1582,250-500
LTL,2025-07-31 16:44:00,2025-08-01 11:34:00,1.0,182,,1,1,On Time,b45ffc4f7d36,0e32a59c0c8e,172xx,230xx,3,31,7,2025,172xx→230xx,80fedfdaee21,100-250
LTL,2025-07-31 16:45:00,2025-08-05 13:03:00,4.0,1991,,4,3,Delivered Early,05d727705599,0e32a59c0c8e,841xx,172xx,3,31,7,2025,841xx→172xx,1f924f65678a,1k-2k
LTL,2025-07-31 17:04:00,2025-08-04 13:31:00,2.0,401,,2,2,On Time,ac6c80564db0,0e32a59c0c8e,286xx,172xx,3,31,7,2025,286xx→172xx,fbb1032d31a2,250-500
LTL,2025-07-31 17:21:00,2025-08-06 14:15:00,2.0,757,,2,4,Late,9e825c214931,0e32a59c0c8e,544xx,532xx,3,31,7,2025,544xx→532xx,d136ce8729cd,500-1k
LTL,2025-07-31 17:21:00,2025-08-06 13:07:00,4.0,1896,,4,4,On Time,45678c6a6162,0e32a59c0c8e,544xx,852xx,3,31,7,2025,544xx→852xx,e2239e883b98,1k-2k
LTL,2025-07-31 17:21:00,2025-08-04 09:12:00,2.0,814,,2,2,On Time,35d6ed5532fe,0e32a59c0c8e,544xx,379xx,3,31,7,2025,WI→TN,26602aab6776,500-1k
LTL,2025-07-31 17:21:00,2025-08-01 11:21:00,1.0,194,,1,1,On Time,b36a8e6bed11,0e32a59c0c8e,544xx,611xx,3,31,7,2025,544xx→611xx,4aff4b9895b8,100-250
LTL,2025-07-31 17:29:00,2025-08-01 13:36:00,1.0,280,,1,1,On Time,853b935674c5,ae9d1671f54a,774xx,750xx,3,31,7,2025,774xx→750xx,bee7f5268768,250-500
LTL,2025-07-31 17:35:00,2025-08-05 17:16:00,5.0,2119,,5,3,Delivered Early,879d402335be,0e32a59c0c8e,515xx,898xx,3,31,7,2025,515xx→898xx,c71698cd95f4,2k+
LTL,2025-07-31 17:44:00,2025-08-07 11:44:00,5.0,2493,,5,5,On Time,4a971de2af0e,0e32a59c0c8e,443xx,986xx,3,31,7,2025,OH→WA,dce1ab995aaa,2k+
LTL,2025-07-31 17:44:00,2025-08-06 14:06:00,4.0,1747,,4,4,On Time,794ec95d3099,0e32a59c0c8e,443xx,841xx,3,31,7,2025,443xx→841xx,7db41e854c2c,1k-2k
LTL,2025-07-31 17:44:00,2025-08-04 15:03:00,2.0,392,,2,2,On Time,63b3a9b8ff35,0e32a59c0c8e,443xx,194xx,3,31,7,2025,OH→PA,f8168e898540,250-500
LTL,2025-07-31 17:45:00,2025-08-05 11:14:00,4.0,1180,,4,3,Delivered Early,52d635015d0f,0e32a59c0c8e,443xx,763xx,3,31,7,2025,OH→TX,94aeebddfe63,1k-2k
LTL,2025-07-31 17:45:00,2025-08-04 10:42:00,2.0,395,,2,2,On Time,13550ac047b2,0e32a59c0c8e,443xx,189xx,3,31,7,2025,443xx→189xx,0f8b5441e036,250-500
LTL,2025-07-31 17:45:00,2025-08-04 10:37:00,2.0,730,,2,2,On Time,aeff744c79a2,0e32a59c0c8e,443xx,314xx,3,31,7,2025,OH→GA,55e054266707,500-1k
LTL,2025-07-31 17:45:00,2025-08-04 09:25:00,2.0,435,,2,2,On Time,a10461c3b920,0e32a59c0c8e,443xx,076xx,3,31,7,2025,OH→NJ,0551bcbe663f,250-500
LTL,2025-07-31 17:46:00,2025-08-06 13:18:00,3.0,1196,,3,4,Late,f47551b97d1d,0e32a59c0c8e,443xx,750xx,3,31,7,2025,443xx→750xx,3667ec4a0405,1k-2k
LTL,2025-07-31 17:46:00,2025-08-05 14:14:00,3.0,2069,,3,3,On Time,a83a509fc358,0e32a59c0c8e,443xx,852xx,3,31,7,2025,OH→AZ,cd6415fd3cbf,2k+
LTL,2025-07-31 17:46:00,2025-08-04 12:21:00,2.0,493,,2,2,On Time,1179b58a7836,0e32a59c0c8e,443xx,379xx,3,31,7,2025,443xx→379xx,0cd305d9ce6f,250-500
LTL,2025-07-31 17:46:00,2025-08-04 11:50:00,2.0,385,,2,2,On Time,ee959097aaab,0e32a59c0c8e,443xx,219xx,3,31,7,2025,OH→MD,971734bcc5c9,250-500
LTL,2025-07-31 17:46:00,2025-08-04 08:43:00,2.0,601,,2,2,On Time,5967bc4bf5cd,0e32a59c0c8e,443xx,307xx,3,31,7,2025,443xx→307xx,4f273e706cfa,500-1k
LTL,2025-07-31 17:46:00,2025-08-01 12:55:00,1.0,377,,1,1,On Time,18f901bca059,0e32a59c0c8e,443xx,604xx,3,31,7,2025,443xx→604xx,7ade7f7040c3,250-500
LTL,2025-07-31 17:47:00,2025-08-07 13:29:00,5.0,2374,,5,5,On Time,e79c7fd6c083,0e32a59c0c8e,443xx,977xx,3,31,7,2025,443xx→977xx,6575a1534c8e,2k+
LTL,2025-07-31 17:47:00,2025-08-05 15:19:00,4.0,1446,,4,3,Delivered Early,5256fd59f350,0e32a59c0c8e,443xx,769xx,3,31,7,2025,OH→TX,94aeebddfe63,1k-2k
LTL,2025-07-31 17:47:00,2025-08-04 14:40:00,2.0,529,,2,2,On Time,a30e9bb20690,0e32a59c0c8e,443xx,370xx,3,31,7,2025,443xx→370xx,c4679720e15f,500-1k
LTL,2025-07-31 17:47:00,2025-08-04 10:31:00,2.0,659,,2,2,On Time,1a936607af8b,0e32a59c0c8e,443xx,652xx,3,31,7,2025,OH→MO,bc6a9d66386e,500-1k
